id,name,repo_url,license_name,license_abbr,language,secondary_language,builds_count,homepage_url
13866,sardylan/qfm1000,https://github.com/sardylan/qfm1000.git,GNU General Public License version ,GPL,CXX,,21,https://github.com/sardylan/qfm1000
11399,Pitubedirect,https://github.com/hoglet67/PiTubeDirect.git,GNU General Public License version ,GPL,CXX,,15,""
2197,hroptatyr/dateutils,https://github.com/hroptatyr/dateutils.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,57,https://github.com/hroptatyr/dateutils
13659,salesforce/grammaticus,https://github.com/salesforce/grammaticus.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,JAVA,,25,https://github.com/salesforce/grammaticus
3554,RTEMS-Newlib,git://sourceware.org/git/newlib.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,248,https://sourceware.org/newlib/
23322,Ultima Offline eXperiment 3,https://github.com/UOX3DevTeam/UOX3.git,GNU General Public License version ,GPL,CXX,,10,https://www.uox3.org
23045,srsRAN,https://github.com/srsran/srsRAN,Affero GNU Public License,AGPL,CXX,,9,www.srsran.com
23565,qgis/libdxfrw,https://github.com/qgis/libdxfrw.git,GNU General Public License version ,GPL,CXX,,14,https://github.com/qgis/libdxfrw
3022,byacc,ftp://invisible-island.net/byacc/,Please specify,OTHER,CXX,,18,http://invisible-island.net/byacc/byacc.html
21168,BoubacarDiene/NetworkService,https://github.com/BoubacarDiene/NetworkService.git,MIT license ,MIT,CXX,,19,https://github.com/BoubacarDiene/NetworkService
11714,Kopano files,https://stash.kopano.io/scm/kwa/files.git,GNU Affero General Public License,AGPL,JAVASCRIPT,,192,https://kopano.io/
14767,linuxwacom/libwacom,https://github.com/linuxwacom/libwacom.git,MIT license ,MIT,CXX,,164,https://github.com/linuxwacom/libwacom
7758,Dridi/cashpack,https://github.com/Dridi/cashpack.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,31,https://github.com/Dridi/cashpack
19515,litespeedtech/openlitespeed,https://github.com/litespeedtech/openlitespeed.git,GNU General Public License version ,GPL,CXX,,35,https://github.com/litespeedtech/openlitespeed
29,coreutils,git://git.sv.gnu.org/coreutils.git,GNU General Public License version ,GPL,CXX,,16,http://www.gnu.org/software/coreutils/
20327,9EOR9/mariadb-connector-c,https://github.com/9EOR9/mariadb-connector-c.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,15,https://github.com/9EOR9/mariadb-connector-c
21396,probe-yaf,https://tools.netsa.cert.org/yaf/docs.html,GNU General Public License version ,GPL,CXX,,33,""
2844,SimonKagstrom/kcov,https://github.com/SimonKagstrom/kcov.git,GNU General Public License version ,GPL,CXX,,200,https://github.com/SimonKagstrom/kcov
19338,merijn/sync_history,https://github.com/merijn/sync_history.git,GNU General Public License version ,GPL,CXX,,60,https://github.com/merijn/sync_history
13593,libyal/libfsntfs,https://github.com/libyal/libfsntfs.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,167,https://github.com/libyal/libfsntfs
11093,ansilove/ansilove,https://github.com/ansilove/ansilove.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,113,https://github.com/ansilove/ansilove
13366,libyal/libfplist,https://github.com/libyal/libfplist.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,52,https://github.com/libyal/libfplist
4389,mupen64plus-video-arachnoid,https://github.com/mupen64plus/mupen64plus-video-arachnoid.git,GNU General Public License version ,GPL,CXX,,23,https://code.google.com/p/mupen64plus/
6317,ClamAV,https://github.com/Cisco-Talos/clamav-devel,GNU General Public License version ,GPL,CXX,,223,https://www.clamav.net
10144,cunctator/traceshark,https://github.com/cunctator/traceshark.git,GNU General Public License version ,GPL,CXX,,33,https://github.com/cunctator/traceshark
20964,ipxe/cx,https://github.com/ipxe/cx.git,GNU General Public License version ,GPL,CXX,,192,https://github.com/ipxe/cx
24094,osbuild/koji-osbuild,https://github.com/osbuild/koji-osbuild.git,Apache License ,Apache,OTHER,,290,https://github.com/osbuild/koji-osbuild
727,open-eid/libdigidocpp,https://github.com/open-eid/libdigidocpp,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,83,http://www.id.ee
4390,mupen64plus-video-glide64,https://github.com/mupen64plus/mupen64plus-video-glide64.git,GNU General Public License version ,GPL,CXX,,25,https://code.google.com/p/mupen64plus/
22179,virtual-shop,https://github.com/tatojukranthi/StaticAnalysis.git,Open Software License,OSL,CSHARP,,10,""
20693,agent-ovs,https://github.com/noironetworks/opflex/tree/master/agent-ovs,Eclipse Public License ,EPL,CXX,,35,https://github.com/noironetworks/opflex/tree/master/agent-ovs
20656,cgzones/selint,https://github.com/cgzones/selint.git,Apache License ,Apache,CXX,,11,https://github.com/cgzones/selint
6294,em100,http://review.coreboot.org/em100,GNU General Public License version ,GPL,CXX,,80,http://www.coreboot.org/
13591,libyal/libfsext,https://github.com/libyal/libfsext.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,72,https://github.com/libyal/libfsext
13982,boostorg/uuid,https://github.com/boostorg/uuid.git,Please specify,OTHER,CXX,,161,https://github.com/boostorg/uuid
21740,etds,https://github.com/daksheshvyas/MyHelloWorld/commit/master,Please specify,OTHER,CXX,,13,""
14522,melexis/mlx90632-library,https://github.com/melexis/mlx90632-library.git,Apache License ,Apache,CXX,,41,https://github.com/melexis/mlx90632-library
13406,libyal/libhmac,https://github.com/libyal/libhmac.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,40,https://github.com/libyal/libhmac
12399,iLCSoft/Physsim,https://github.com/iLCSoft/Physsim.git,GNU General Public License version ,GPL,CXX,,151,https://github.com/iLCSoft/Physsim
2510,openscad/openscad,https://github.com/openscad/openscad.git,GNU General Public License version ,GPL,CXX,,43,http://openscad.org
19966,lrpt,http://www.5b4az.org/pkg/lrpt/,GNU General Public License version ,GPL,CXX,,12,http://www.5b4az.org/
21665,htop.dev,https://github.com/htop-dev/htop,GNU General Public License version ,GPL,CXX,,7,https://htop.dev
4383,mupen64plus-audio-sdl,https://github.com/mupen64plus/mupen64plus-audio-sdl.git,GNU General Public License version ,GPL,CXX,,45,https://code.google.com/p/mupen64plus/
14737,lnslbrty/ptunnel-ng,https://github.com/lnslbrty/ptunnel-ng.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,74,https://github.com/lnslbrty/ptunnel-ng
22024,dhinakg/Lilu,https://github.com/dhinakg/Lilu.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,33,https://github.com/dhinakg/Lilu
21889,StartUP4gud/StartWeb,https://github.com/StartUP4gud/StartWeb.git,Academic Free License,AFL,JAVA,,27,https://github.com/StartUP4gud/StartWeb
22037,cifp-2.0.0,https://tools.netsa.cert.org/yaf/docs.html,GNU General Public License version ,GPL,CXX,,6,""
8841,sippy/rtpproxy,https://github.com/sippy/rtpproxy.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,71,https://github.com/sippy/rtpproxy
21153,AMS21/CppBase,https://github.com/AMS21/CppBase.git,MIT license ,MIT,CXX,,191,https://github.com/AMS21/CppBase
4384,mupen64plus-input-sdl,https://github.com/mupen64plus/mupen64plus-input-sdl.git,GNU General Public License version ,GPL,CXX,,78,https://code.google.com/p/mupen64plus/
22811,tpm2-totp,https://github.com/tpm2-software/tpm2-totp,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,3,""
13743,xiph/ezstream,https://github.com/xiph/ezstream.git,GNU General Public License version ,GPL,CXX,,35,https://github.com/xiph/ezstream
19607,sobomax/libelperiodic,https://github.com/sobomax/libelperiodic.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,59,https://github.com/sobomax/libelperiodic
4385,mupen64plus-rsp-hle,https://github.com/mupen64plus/mupen64plus-rsp-hle.git,GNU General Public License version ,GPL,CXX,,65,https://code.google.com/p/mupen64plus/
1461,bareos/bareos,https://github.com/bareos/bareos.git,Affero GNU Public License,AGPL,CXX,,726,http://www.bareos.org
22448,jibeee/nem-ledger-app,https://github.com/jibeee/nem-ledger-app.git,Apache License ,Apache,CXX,,8,https://github.com/jibeee/nem-ledger-app
22147,dhinakg/OpenCorePkg,https://github.com/dhinakg/OpenCorePkg.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,27,https://github.com/dhinakg/OpenCorePkg
14635,Wodan58/Moy,https://github.com/Wodan58/Moy.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,9,https://github.com/Wodan58/Moy
17390,HExSA-Lab/nautilus,https://github.com/HExSA-Lab/nautilus.git,MIT license ,MIT,CXX,,36,https://github.com/HExSA-Lab/nautilus
18659,iLCSoft/SIO,https://github.com/iLCSoft/SIO.git,GNU General Public License version ,GPL,CXX,,149,https://github.com/iLCSoft/SIO
4386,mupen64plus-rsp-cxd4,https://github.com/mupen64plus/mupen64plus-rsp-cxd4.git,GNU General Public License version ,GPL,CXX,,53,https://code.google.com/p/mupen64plus/
16509,zchunk/zchunk,https://github.com/zchunk/zchunk.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,21,https://github.com/zchunk/zchunk
22736,eProsima/Micro-CDR,https://github.com/eProsima/Micro-CDR.git,Apache License ,Apache,CXX,,3,https://github.com/eProsima/Micro-CDR
21635,xNVMe,https://github.com/OpenMPDK/xNVMe.git,Apache License ,Apache,CXX,,227,https://xnvme.io
6518,innovimax/QuiXDM,https://github.com/innovimax/QuiXDM.git,GNU General Public License version ,GPL,JAVA,,106,https://github.com/innovimax/QuiXDM
14955,kovacsv/VisualScriptEngine,https://github.com/kovacsv/VisualScriptEngine.git,Affero GNU Public License,AGPL,CXX,,19,https://github.com/kovacsv/VisualScriptEngine
23620,apache/qpid-protonj2,https://github.com/apache/qpid-protonj2.git,Apache License ,Apache,JAVA,,3,https://github.com/apache/qpid-protonj2
15921,kiwitcms/Kiwi,https://github.com/kiwitcms/Kiwi.git,GNU General Public License version ,GPL,OTHER,JAVASCRIPT,606,http://kiwitcms.org
4387,mupen64plus-rsp-z64,https://github.com/mupen64plus/mupen64plus-rsp-z64.git,GNU General Public License version ,GPL,CXX,,25,https://code.google.com/p/mupen64plus/
21963,mir3x/freeciv21,https://github.com/mir3x/freeciv21.git,GNU General Public License version ,GPL,CXX,,25,https://github.com/mir3x/freeciv21
617,kdave/btrfs-progs,https://github.com/kdave/btrfs-progs,GNU General Public License version ,GPL,CXX,,283,https://btrfs.wiki.kernel.org
19287,Shymaxtic/CANIFModule,https://github.com/Shymaxtic/CANIFModule.git,GNU General Public License version ,GPL,CXX,,13,https://github.com/Shymaxtic/CANIFModule
4388,mupen64plus-ui-console,https://github.com/mupen64plus/mupen64plus-ui-console.git,GNU General Public License version ,GPL,CXX,,62,https://code.google.com/p/mupen64plus/
23806,OpenPrinting/cups,https://github.com/OpenPrinting/cups.git,Apache License ,Apache,CXX,,3,https://openprinting.github.io/cups
3319,troglobit/pimd,https://github.com/troglobit/pimd.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,36,https://github.com/troglobit/pimd
3992,Unidata/UDUNITS-2,https://github.com/Unidata/UDUNITS-2.git,Please specify,OTHER,CXX,,30,https://github.com/Unidata/UDUNITS-2
21422,intel/vaapi-fits,https://github.com/intel/vaapi-fits.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,OTHER,,48,https://github.com/intel/vaapi-fits
13996,boostorg/units,https://github.com/boostorg/units.git,Boost Software License ,BSL,CXX,,175,https://github.com/boostorg/units
22397,Linux-next-daily,https://git.kernel.org/pub/scm/linux/kernel/git/next/linux-next.git,GNU General Public License version ,GPL,CXX,,5,https://github.com/cosunny
14159,libvmi/libvmi,https://github.com/libvmi/libvmi.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,345,https://github.com/libvmi/libvmi
4808,wengxt/xcb-imdkit,https://github.com/wengxt/xcb-imdkit.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,67,https://github.com/wengxt/xcb-imdkit
19171,Komet/MediaElch,https://github.com/Komet/MediaElch.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,10,https://github.com/Komet/MediaElch
16139,did-g/XyGrib,https://github.com/did-g/XyGrib.git,GNU General Public License version ,GPL,CXX,,124,https://github.com/did-g/XyGrib
17599,fcambus/statzone,https://github.com/fcambus/statzone.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,27,https://github.com/fcambus/statzone
17224,wultra/powerauth-push-server,https://github.com/wultra/powerauth-push-server.git,Apache License ,Apache,JAVA,,18,https://github.com/wultra/powerauth-push-server
23155,acidanthera/SidecarFixup,https://github.com/acidanthera/SidecarFixup.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,20,https://github.com/acidanthera/SidecarFixup
15740,rswinkle/sdl_img,https://github.com/rswinkle/sdl_img.git,MIT license ,MIT,CXX,,118,https://github.com/rswinkle/sdl_img
16308,libjsongit2,https://warmcat.com/git/sai,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,145,https://warmcat.com/git/sai
20225,Sphereserver/Source-X,https://github.com/Sphereserver/Source-X.git,Apache License ,Apache,CXX,,24,https://github.com/Sphereserver/Source-X
14640,mirabilos/jupp,https://github.com/mirabilos/jupp.git,GNU General Public License version ,GPL,CXX,,39,http://www.mirbsd.org/jupp.htm
22067,ovpn-dco-linux,git@gitlab.com:openvpn/ovpn-dco-linux.git,GNU General Public License version ,GPL,CXX,,7,https://gitlab.com/openvpn/ovpn-dco/-/blob/master/README
16372,airship-deckhand,https://github.com/openstack/airship-deckhand.git,Apache License ,Apache,OTHER,,470,https://github.com/openstack/airship-deckhand
21282,nih-at/nihtest,https://github.com/nih-at/nihtest.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,11,https://github.com/nih-at/nihtest
23307,flamewing/asl-releases,https://github.com/flamewing/asl-releases.git,GNU General Public License version ,GPL,CXX,,9,https://github.com/flamewing/asl-releases
22387,michaelrsweet/mmd,https://github.com/michaelrsweet/mmd.git,Apache License ,Apache,CXX,,10,https://github.com/michaelrsweet/mmd
16276,airship-armada,https://github.com/openstack/airship-armada.git,Apache License ,Apache,OTHER,,501,https://github.com/openstack/airship-armada/blob/master/README.rst
14336,lcfiplus/LCFIPlus,https://github.com/lcfiplus/LCFIPlus.git,GNU General Public License version ,GPL,CXX,,159,https://github.com/lcfiplus/LCFIPlus
14641,Wodan58/Joy,https://github.com/Wodan58/Joy.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,7,https://github.com/Wodan58/Joy
16634,jens-maus/yam,https://github.com/jens-maus/yam.git,GNU General Public License version ,GPL,CXX,,1779,https://github.com/jens-maus/yam
23014,Manon Supermetrics,https://github.com/manonworld/supermetrics,MIT license ,MIT,OTHER,,3,https://manonworld.de
22804,congma/lru_ng,https://github.com/congma/lru_ng.git,GNU General Public License version ,GPL,CXX,,8,https://github.com/congma/lru_ng
18696,onap-portal,https://git.onap.org/portal/,Apache License ,Apache,JAVA,JAVA,212,https://onap.org/
23600,bad-linux-imx6,git://github.com/samnazarko/linux-imx6.git,GNU General Public License version ,GPL,CXX,,8,""
21306,smoked-herring/sail,https://github.com/smoked-herring/sail.git,MIT license ,MIT,CXX,,19,https://github.com/smoked-herring/sail
21818,mplabx-harmony,https://embedops.com/dojofive/templates/mplabx-harmony,MIT license ,MIT,CXX,,59,https://embedops.com/dojofive/templates/mplabx-harmony
22300,oleksandrkozlov/touch_typing,https://github.com/oleksandrkozlov/touch_typing.git,MIT license ,MIT,CXX,,19,https://github.com/oleksandrkozlov/touch_typing
18259,Enhanced DUC,git://github.com/uhlin/enhanced-duc.git,ISC License ,ISC,CXX,,5,http://uhlin.github.io/enhanced-duc/
18725,benlye/flash-multi,https://github.com/benlye/flash-multi.git,GNU General Public License version ,GPL,CSHARP,CSHARP,14,https://github.com/benlye/flash-multi
7799,wolfSSL/wolfssl,https://github.com/wolfSSL/wolfssl.git,GNU General Public License version ,GPL,CXX,,68,https://github.com/wolfSSL/wolfssl
15414,disaykin/drakvuf,https://github.com/disaykin/drakvuf.git,GNU General Public License version ,GPL,CXX,,71,https://github.com/disaykin/drakvuf
22737,jibeee/app-cryptocom,https://github.com/jibeee/app-cryptocom.git,Apache License ,Apache,CXX,,9,https://github.com/jibeee/app-cryptocom
20525,opflex,https://github.com/noironetworks/opflex,Eclipse Public License ,EPL,CXX,,25,https://wiki-archive.opendaylight.org/view/OpFlex:Main
17788,shintaro-iwasaki/argobots,https://github.com/shintaro-iwasaki/argobots.git,Open Software License,OSL,CXX,,9,https://github.com/shintaro-iwasaki/argobots
18773,t6/portfmt,https://github.com/t6/portfmt.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,59,https://github.com/t6/portfmt
16750,nfotex/json-schema,https://github.com/nfotex/json-schema.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,26,https://github.com/nfotex/json-schema
16370,airship-drydock,https://github.com/openstack/airship-drydock.git,Apache License ,Apache,OTHER,,473,https://github.com/openstack/airship-drydock
6483,BlockoS/Etripator,https://github.com/BlockoS/Etripator.git,GNU General Public License version ,GPL,CXX,,74,https://github.com/BlockoS/Etripator
22799,libuv_fork,https://github.com/rpulid2/libuv,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,6,https://github.com/rpulid2/libuv
22552,jibeee/app-ethereum,https://github.com/jibeee/app-ethereum.git,Apache License ,Apache,CXX,,3,https://github.com/jibeee/app-ethereum
4393,mupen64plus-video-z64,https://github.com/mupen64plus/mupen64plus-video-z64.git,GNU General Public License version ,GPL,CXX,,30,https://code.google.com/p/mupen64plus/
23688,FTL - core,https://github.com/pi-hole/FTL.git,"European Union Public License, Version  ",EUPL ,CXX,,5,""
15512,rapyuta-robotics/alica,https://github.com/rapyuta-robotics/alica.git,MIT license ,MIT,CXX,,561,https://rapyuta-robotics.github.io/alica/
23293,Mtext,git://github.com/issakomi/Mtext.git,GNU General Public License version ,GPL,CXX,,3,""
23398,LedgerHQ/app-ethereum,https://github.com/LedgerHQ/app-ethereum.git,Apache License ,Apache,CXX,,5,https://github.com/LedgerHQ/app-ethereum
15884,boostorg/signals2,https://github.com/boostorg/signals2.git,Boost Software License ,BSL,CXX,,69,https://github.com/boostorg/signals2
16649,ipxe/ProxyLoaderPkg,https://github.com/ipxe/ProxyLoaderPkg.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,14,https://github.com/ipxe/ProxyLoaderPkg
16369,airship-promenade,https://github.com/openstack/airship-promenade.git,Apache License ,Apache,OTHER,,481,https://github.com/openstack/airship-promenade
5312,KBibTeX,git://anongit.kde.org/kbibtex,GNU General Public License version ,GPL,CXX,,157,https://userbase.kde.org/KBibTeX
22547,gotthardp/tpm2-openssl,https://github.com/gotthardp/tpm2-openssl.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,7,https://github.com/gotthardp/tpm2-openssl
16463,boostorg/iostreams,https://github.com/boostorg/iostreams.git,Boost Software License ,BSL,CXX,,44,https://github.com/boostorg/iostreams
8662,iem-projects/pd-iemguts,https://github.com/iem-projects/pd-iemguts.git,GNU General Public License version ,GPL,CXX,,51,https://github.com/iem-projects/pd-iemguts
17820,Argobots,https://github.com/pmodels/argobots,Open Software License,OSL,CXX,,43,https://www.argobots.org/
22557,1g0rb0hm/plan9labs,https://github.com/1g0rb0hm/plan9labs.git,Lucent Public License Version,LPL,CXX,,5,https://github.com/1g0rb0hm/plan9labs
16368,airship-shipyard,https://github.com/openstack/airship-shipyard.git,Apache License ,Apache,OTHER,,469,https://github.com/openstack/airship-shipyard
22420,teshiba/LibAoe2AISharp,https://github.com/teshiba/LibAoe2AISharp.git,GNU General Public License version ,GPL,CSHARP,,5,https://github.com/teshiba/LibAoe2AISharp
13150,optimad/mimmo,https://github.com/optimad/mimmo.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,22,https://github.com/optimad/mimmo
22836,k0ekk0ek/continuous-integration,https://github.com/k0ekk0ek/continuous-integration.git,MIT license ,MIT,CXX,,9,https://github.com/k0ekk0ek/continuous-integration
959,9fans/plan9port,https://github.com/9fans/plan9port,MIT license ,MIT,CXX,,131,http://swtch.com/plan9port/
22600,jibeee/app-near,https://github.com/jibeee/app-near.git,Apache License ,Apache,CXX,,7,https://github.com/jibeee/app-near
13460,ammarnajjar/ammarnajjar.github.io,https://github.com/ammarnajjar/ammarnajjar.github.io.git,MIT license ,MIT,OTHER,,41,https://github.com/ammarnajjar/ammarnajjar.github.io
22815,airshipctl,git@github.com:airshipit/airshipctl.git,Apache License ,Apache,OTHER,,7,https://github.com/airshipit/airshipctl
21543,librestack/librecast,https://github.com/librestack/librecast.git,GNU General Public License version ,GPL,CXX,,14,https://github.com/librestack/librecast
